id,source,url,headline,abstract,img_url,publish_time
pingwest_news|317352,pingwest_news,https://www.pingwest.com/w/317352,iPhone 18 Pro系列今晚8点天猫首发开卖，5个数据提前看,,https://cdn.pingwest.com/portal/2026/09/12/portal/2026/09/12/mja9n0DtW4cA1AdBeYYHA7C23f0_D97r,2026-09-12 13:21:44
x_tweets|2098642124468031703,x_tweets,https://x.com/sama/status/2098642124468031703,RT @ShamebyJames2: And I suppose I’d have to ask *why* one would choose to lie in this way and try to once again depress Dem turnout right…,,,2026-09-12 13:17:28
x_tweets|2098642114712146030,x_tweets,https://x.com/sama/status/2098642114712146030,RT @ShamebyJames2: Biden being the most pro-trans president ever and taking many affirmative steps to protect trans rights isn’t an opinion…,,,2026-09-12 13:17:25
x_tweets|2098642087684063544,x_tweets,https://x.com/sama/status/2098642087684063544,RT @ShamebyJames2: It’s actually quite depressing how aggressively pro-trans the Biden administration was and how Dems get literally zero c…,,,2026-09-12 13:17:19
x_tweets|2098637481163788304,x_tweets,https://x.com/sama/status/2098637481163788304,RT @PinballWiz4rd: There are definitely “far right” accounts on here that I notice suddenly go silent or start avoiding commentary on the n…,,,2026-09-12 12:59:00
qbitai_news|487653,qbitai_news,https://www.qbitai.com/2026/09/487653.html,陶哲轩邓煜究竟在反对什么：AI暴力解题摧毁人类数学精神,25位菲尔兹奖得主联名吹哨,https://www.qbitai.com/wp-content/uploads/2026/09/e82a07e667cced9fd7c8eb5d3e315485.webp,2026-09-12 12:53:58
wscn_news|3781624,wscn_news,https://wallstreetcn.com/articles/3781624,又见存储巨头“天量奖金”：美光最高发68个月奖金,美光科技宣布向中国台湾员工发放35至68个月薪酬的创纪录奖励，最低现金补偿170万新台币。然而，代表中国台湾约三分之二员工的桃园工会拒绝接受，坚持要求将15%营业利润纳入奖金分配，并维持罢工威胁。,https://wpimg-wscn.awtmt.com/344dc23d-f78f-48a1-ade6-1ed8597ee367.jpeg,2026-09-12 12:33:12
kr36_news|3979884174244613,kr36_news,https://36kr.com/p/3979884174244613,黄仁勋或砸100亿投注Anthropic巨额IPO！,路透曝英伟达拟最高百亿美元投Anthropic超大规模IPO,"https://img.36krcdn.com/hsossms/20260912/v2_36f8d20db2c04c61b779af8fbe684df0@000000_oswg188324oswg1280oswg543_img_000?x-oss-process=image/resize,m_mfit,w_600,h_400,limit_0/crop,w_600,h_400,g_center",2026-09-12 11:48:12
x_tweets|2098619106240901222,x_tweets,https://x.com/sama/status/2098619106240901222,RT @_jokeocracy: modest proposal: put the black Clancy juror on the Anthropic AI safety team so he can tell all those women to shut the fuc…,,,2026-09-12 11:46:00
x_tweets|2098617051279671704,x_tweets,https://x.com/steipete/status/2098617051279671704,"RT @CathPoaster: The entire city of San Francisco is spooked and on edge due to AI safety shit, it’s insane how much it’s bleeding into my…",,,2026-09-12 11:37:50
x_tweets|2098616896874754416,x_tweets,https://x.com/steipete/status/2098616896874754416,"RT @sporadica: AI will not destroy mathematics! the same way it did not destroy Chess or Go. this paragraph, in particular, is slop. https:…",,,2026-09-12 11:37:13
