id,source,url,headline,abstract,img_url,publish_time
wscn_news|3778636,wscn_news,https://wallstreetcn.com/articles/3778636,SK海力士联手闪迪发布全球首个HBF标准规范，谷歌加入生态,SK海力士与闪迪联合发布高带宽闪存（HBF）全球首个标准规范，距联盟成立仅六个月。HBF定位于HBM与SSD之间的新型存储层级，支持最高512GB容量及0.4至3.0TB/s带宽，采用UCIe开放互联标准。谷歌与Tenstorrent已加入联盟，规范通过OCP向全行业开放。,https://wpimg-wscn.awtmt.com/89f48bec-0ffd-429b-828e-692cb798f0e1.jpeg,2026-08-04 12:25:48
kr36_news|3924673617918338,kr36_news,https://36kr.com/p/3924673617918338,Google 把「地球」玩坏了，硬塞 AI 不到两天就翻车,奇怪，地图上出现了不存在的东西,https://img.36krcdn.com/hsossms/20260804/v2_bebf0993a716498aa05b039b33d21fce@1743780481@ai_oswg818873oswg1053oswg495_img_png~tplv-1marlgjv7f-ai-v3:600:400:600:400:q70.jpg,2026-08-04 12:17:11
kr36_news|3924688317692295,kr36_news,https://36kr.com/p/3924688317692295,00后辍学做AI芯片，估值223亿元,累计融资近40亿元。,https://img.36krcdn.com/hsossms/20260804/v2_bd8b073f500245d88d86e8da4a5af60d@1743780481@ai_oswg1036576oswg1053oswg495_img_png~tplv-1marlgjv7f-ai-v3:600:400:600:400:q70.jpg,2026-08-04 12:14:39
x_tweets|2084489765551051126,x_tweets,https://x.com/amasad/status/2084489765551051126,RT @niallohiggins: I must say @Replit is quickly becoming the easiest way to test all the new models which are coming out -- open or closed…,,,2026-08-04 12:01:02
x_tweets|2084489701805945343,x_tweets,https://x.com/amasad/status/2084489701805945343,RT @meetedzenebubu: @Replit is leading builder tools on @DesignArena If you are still using any vibe coding tool to build that is not Repl…,,,2026-08-04 12:00:47
x_tweets|2084487231189012877,x_tweets,https://x.com/rauchg/status/2084487231189012877,"RT @patrickc: After developing the app locally (two prompts), deploying it took one prompt: &gt; Push this to Vercel. Use Stripe Projects to…",,,2026-08-04 11:50:58
qbitai_news|465767,qbitai_news,https://www.qbitai.com/2026/08/465767.html,激流：中国科技投资的势能与锚点｜甲子引力X,8月，中国科技产业智库甲子光年将在北京举办“激流——2026甲子引力X科技产业投资大会”，共同探讨中国科技投资的新变化与新答案。,https://www.qbitai.com/wp-content/uploads/2026/08/6e3672ff4be81b51ff964dc4d92c5476.png,2026-08-04 11:46:38
kr36_news|3924625732221059,kr36_news,https://36kr.com/p/3924625732221059,从免费学术搜索工具到顶尖大模型公司，智谱公司瞄准山顶,从免费学术搜索工具到顶尖大模型公司，智谱公司瞄准山顶,https://img.36krcdn.com/hsossms/20260804/v2_a4722f2b8084407486228e90bca12701@1743780481@ai_oswg1018381oswg1053oswg495_img_png~tplv-1marlgjv7f-ai-v3:600:400:600:400:q70.jpg,2026-08-04 11:42:45
wscn_news|3778632,wscn_news,https://wallstreetcn.com/articles/3778632,AI投资的逻辑变了：云厂进入收租时代，基础设施产业链承压,Q2财报季，微软亚马逊靠云业务大涨，SK海力士闪迪股价腰斩。市场不再比谁在AI上烧钱最多，只认谁能赚回来——云厂30%以上的GPU租赁回报正在被定价，云收入全面加速。另一边，AI基础设施链则在capex增速见顶后，被重新定价。AI的钱正从卖铲子修路的人，流向把铲子变成生意在路上收租的人。,https://wpimg-wscn.awtmt.com/3006fa3b-ab20-4426-bba5-7fda741ff877.jpeg,2026-08-04 11:35:55
wscn_news|3778634,wscn_news,https://wallstreetcn.com/articles/3778634,"谷歌DeepMind高管：AI千亿资本支出是人类史上最大科学赌注，核心押注""递归自我改进""","谷歌DeepMind首席战略官Sekhon在伯克利AI峰会上披露，""递归自我改进""是科技巨头天量资本支出的核心逻辑。DeepMind与OpenAI研究员预测""递归自我改进""或于2027至2028年实现。Sekhon坦承AI收入目前无法支撑支出，行业面临""收入真空""风险。",https://wpimg-wscn.awtmt.com/6a658218-128d-4e74-96b2-a900ef175559.png,2026-08-04 11:35:45
kr36_news|3924659217381508,kr36_news,https://36kr.com/p/3924659217381508,刚刚，苹果起诉OpenAI反转来了，「内鬼」竟是 iCloud？,AI 硬件的争夺战正式开始了。,"https://img.36krcdn.com/hsossms/20260804/v2_df8242465da44cb6940a9567066d17bb@000000_oswg133792oswg1280oswg543_img_000?x-oss-process=image/resize,m_mfit,w_600,h_400,limit_0/crop,w_600,h_400,g_center",2026-08-04 11:30:23
wscn_news|3778622,wscn_news,https://wallstreetcn.com/articles/3778622,Palantir电话会：力推“主权AI”架构，“没用我们产品的企业，正在浪费Token、泄露商业机密”,Palantir管理层在电话会上痛批当前大模型实验室的“算力词元”计费是“寄生模式”，不仅让企业为无效结果买单，更迫使企业泄露核心机密。Palantir通过主推保障企业控制权的“主权AI”架构，宣告AI“跑分时代”终结，正加速将算力转化为真实的经济价值，公司预计未来18个月仍将维持极高增速。,https://wpimg-wscn.awtmt.com/f5eefe7a-4dd5-4d9b-8663-04c257f196e1.png,2026-08-04 10:51:04
tmtpost_news|8089993,tmtpost_news,https://www.tmtpost.com/8089993.html,千问办公，阿里准备用来打谁？,企业级AI办公是阿里的牌局。,https://images.tmtpost.com/uploads/images/2026/08/20260804103127509.png,2026-08-04 10:35:12
pingwest_news|316129,pingwest_news,https://www.pingwest.com/a/316129,Seedance 2.5 进厂，机器成了新观众,AI 视频，开始出现在你看不到的地方。,https://cdn.pingwest.com/portal/2026/08/03/tCC0TD8f723QJz3xNNfJ51DDm32wbpE4.png,2026-08-04 10:27:17
tmtpost_news|8089644,tmtpost_news,https://www.tmtpost.com/8089644.html,"Claude焚书又""越狱"" ，边界在哪？",AI数据饥渴蔓延到物理世界。,https://images.tmtpost.com/uploads/images/2026/08/20260804102349694.png,2026-08-04 10:27:11
x_tweets|2084465349051953293,x_tweets,https://x.com/garrytan/status/2084465349051953293,"RT @tbpn: Valar Atomics CEO @isaiah_p_taylor says he doesn't need a technical edge to win. ""We want this reactor to be as simple as possib…",,,2026-08-04 10:24:01
x_tweets|2084465316470652939,x_tweets,https://x.com/garrytan/status/2084465316470652939,RT @dakshgup: we're hosting a six-hour hackathon at the YC office in san francisco on august 23rd sponsored by @stripe @openai @modal @aws…,,,2026-08-04 10:23:53
x_tweets|2084465266399093199,x_tweets,https://x.com/garrytan/status/2084465266399093199,RT @arnavsahu341: The google for AI agents could be so much bigger than Google. Exa 🫡,,,2026-08-04 10:23:41
x_tweets|2084465130012889434,x_tweets,https://x.com/garrytan/status/2084465130012889434,"RT @WilliamBryk: Exa is now one of the largest indexes in the world. We serve 80B pages, track 1.4T urls, and are on track to be Google-sc…",,,2026-08-04 10:23:09
pingwest_news|316153,pingwest_news,https://www.pingwest.com/w/316153,原生统一多模态进阶！SenseNova U1.5-Lite-Preview开源，生成编辑能力再进化,,https://cdn.pingwest.com/portal/2026/08/04/portal/2026/08/04/fzPRCGd4PWM1h87CF08kK44E480Y_8kJ,2026-08-04 10:17:19
