id,source,url,headline,abstract,img_url,publish_time
qbitai_news|414156,qbitai_news,https://www.qbitai.com/2026/05/414156.html,特斯拉百万年薪招数据标注员，朝九晚五，无需AI经验,服务FSD和Optimus,https://www.qbitai.com/wp-content/uploads/2026/05/0faf791a0352329082f24d1c3fceaef7.png,2026-05-08 12:25:39
x_tweets|2052605586962022459,x_tweets,https://x.com/kevinweil/status/2052605586962022459,I will never get tired of this,,,2026-05-08 12:24:42
wscn_news|3771815,wscn_news,https://wallstreetcn.com/articles/3771815,Coinbase电话会：“万物交易所”成效初显，加速向“AI原生”转型,Coinbase公布一季度总营收1.4亿美元，环比下降21%，录得净亏损3.94亿美元。面对现货市场疲软，其“万物交易所”战略初获成效：衍生品与预测市场年化收入分别突破2亿和1亿美元。Coinbase管理层表示公司正加速向“AI原生”转型，未来超90%的链上AI代理交易发生在Base链上。,https://wpimg-wscn.awtmt.com/67128024-7da8-4cae-9c1e-ee6c94ed1f17.jpeg,2026-05-08 12:15:26
qbitai_news|414141,qbitai_news,https://www.qbitai.com/2026/05/414141.html,所有实验室都怕字节，所有人都在夸DeepSeek！美国研究员36小时中国AI行,这跟中国的开源精神，显然是一脉相承的,https://www.qbitai.com/wp-content/uploads/2026/05/5265a90baf7c7985f3cf5fe677453c00-e1778213715661.jpeg,2026-05-08 12:15:24
kr36_news|3800129784945672,kr36_news,https://36kr.com/p/3800129784945672,MaaS竞争更激烈，火山引擎的份额为什么还在涨？,AI云飞轮，开始转起来了。,"https://img.36krcdn.com/hsossms/20260508/v2_b8bc52578fcd4535a056a1b8fa47a030@000000_oswg78864oswg900oswg383_img_000?x-oss-process=image/resize,m_mfit,w_600,h_400,limit_0/crop,w_600,h_400,g_center",2026-05-08 12:13:54
x_tweets|2052602791424565601,x_tweets,https://x.com/sama/status/2052602791424565601,"Imagine being a man and weighing more than 30-35 kilograms. Like, what are you fatties doing all day? Gorging on food and washing it down with gallons of cream?",,,2026-05-08 12:13:35
tmtpost_news|7979372,tmtpost_news,https://www.tmtpost.com/7979372.html,对话亚马逊云科技Mai-Lan：S3的下一个战场，如何应对Agent时代的数据消费狂潮,“现在客户非常希望构建Agent基础设施，成本亦或者说性价比，不再是次要因素，而变成决定性因素。”,https://images.tmtpost.com/uploads/images/2026/05/20260507181451236.png,2026-05-08 12:11:34
kr36_news|3800099601265152,kr36_news,https://36kr.com/p/3800099601265152,Claude“入侵”Office，微软要放弃Copilot了吗？,微软不写代码改研究兵法了，直接把Anthropic变成房客,https://img.36krcdn.com/hsossms/20260508/v2_f240594db4ba4791b9569f9c382d85d9@1743780481@ai_oswg1047258oswg1053oswg495_img_png~tplv-1marlgjv7f-ai-v3:600:400:600:400:q70.jpg,2026-05-08 12:08:14
kr36_news|3800101438993153,kr36_news,https://36kr.com/p/3800101438993153,AI有嘴了，OpenAI 连发三语音模型,会议/翻译/客服，奥特曼要全场景通吃,https://img.36krcdn.com/hsossms/20260508/v2_7bd0bac379a9445881128c3a8253c0fc@1743780481@ai_oswg976989oswg1053oswg495_img_png~tplv-1marlgjv7f-ai-v3:600:400:600:400:q70.jpg,2026-05-08 12:08:04
kr36_news|3800094073696773,kr36_news,https://36kr.com/p/3800094073696773,豆包和OpenAI，都走在互联网变现的老路上,“不赚钱是不道德的”,https://img.36krcdn.com/hsossms/20260508/v2_099f027a08da4c8691d723bbfb158d63@1743780481@ai_oswg945922oswg1053oswg495_img_png~tplv-1marlgjv7f-ai-v3:600:400:600:400:q70.jpg,2026-05-08 12:07:26
kr36_news|3800118496861188,kr36_news,https://36kr.com/p/3800118496861188,1.8万亿，史上最大独角兽被关停,从单拆到合并,https://img.36krcdn.com/hsossms/20260508/v2_afcb45e7c1fc45b2b56fd7df6904510b@000000@ai_oswg282999oswg1536oswg722_img_000~tplv-1marlgjv7f-ai-v3:600:400:600:400:q70.jpg,2026-05-08 12:03:51
x_tweets|2052599553283813788,x_tweets,https://x.com/swyx/status/2052599553283813788,be aware of this kind of phishing. i was almost tricked. cc @nikitabier @business https://t.co/lqgbXgcQzU,,https://pbs.twimg.com/media/HHxMCbjaAAAtmER.jpg,2026-05-08 12:00:43
x_tweets|2052598658743582939,x_tweets,https://x.com/amasad/status/2052598658743582939,RT @raymmar: Just wrapped up a local meetup teaching people how to build their MVP in an hour using @Replit. Participants walked out with…,,,2026-05-08 11:57:10
kr36_news|3800004542323713,kr36_news,https://36kr.com/p/3800004542323713,评价中心悖论：AI是它真正的考验,当一家大公司准备选拔新任CEO时,https://img.36krcdn.com/hsossms/20260508/v2_29686e9f756f4ce0b984c7b998df865b@000000@ai_oswg380670oswg1536oswg722_img_000~tplv-1marlgjv7f-ai-v3:600:400:600:400:q70.jpg,2026-05-08 11:57:08
x_tweets|2052595781798916401,x_tweets,https://x.com/steipete/status/2052595781798916401,RT @BenjaminBadejo: OpenClaw is snappier than ever. Good to have focused on stability in the last update. The next things I personally thin…,,,2026-05-08 11:45:44
x_tweets|2052590418387444107,x_tweets,https://x.com/swyx/status/2052590418387444107,RT @latentspacepod: they hate us cus they ain't us https://t.co/R4BuGRjmDg,,https://pbs.twimg.com/media/HHxEDjlaMAAO70m.jpg,2026-05-08 11:24:25
kr36_news|3799254554025223,kr36_news,https://36kr.com/p/3799254554025223,美国教育科技 250 强出炉，头部公司全面拥抱 AI,美国教育科技250强公布，多邻国居首，AI重塑教育。,https://img.36krcdn.com/hsossms/20260507/v2_56b56601b4af4562821798bf749e94b0@000000@ai_oswg242654oswg1536oswg722_img_000~tplv-1marlgjv7f-ai-v3:600:400:600:400:q70.jpg,2026-05-08 11:19:54
x_tweets|2052588782076281324,x_tweets,https://x.com/garrytan/status/2052588782076281324,GStack is my own personal Claude Code setup that is also quite useful with OpenClaw/Hermes for web interaction You can run it in headed mode on your Mac/PC and run /pair-agent to let your Claw/Hermes control your browser with full logins via MCP https://t.co/VPvWDzV5c0,,,2026-05-08 11:17:55
wscn_news|3771813,wscn_news,https://wallstreetcn.com/articles/3771813,高盛：超配中国，A股优于H股，将沪深300目标位设于5300点,高盛称，A股优势归因于多重利好因素的叠加共振：PPI结束41个月通缩转为正增长、2026年盈利预期从16%上调至23%、4%股东总回报率吸引居民储蓄入市等。H股因MSCI中国指数37%权重集中于软件科技股，在全球资金偏好硬件的背景下面临逆风。,https://wpimg-wscn.awtmt.com/1203414f-5ce0-443a-bc52-304b20678616.jpeg,2026-05-08 11:17:15
