id,source,url,headline,abstract,img_url,publish_time
x_tweets|2060033824642289955,x_tweets,https://x.com/mattturck/status/2060033824642289955,"This conversation with the always excellent @levie is also available on Spotify, Apple Podcasts and here on YouTube: https://t.co/E5TBwPfACX",,,2026-05-29 00:21:52
x_tweets|2060033820301070505,x_tweets,https://x.com/mattturck/status/2060033820301070505,"State of Enterprise AI 2026: @levie on Tokenmaxxing, The Rise of Headless, and AI-Proofing Your Job 00:00 Intro 01:18 Silicon Valley engineering vs. everyone else 05:35 Are enterprise CIOs actually bullish on AI? 08:51 Tokenmaxxing & why your AI bill is about to explode 11:34 The myth of falling token costs and AI spend escaping IT budgets 17:37 The $5B startup hiding in AI compute 18:14 The mosaic of models inside every enterprise 21:28 Why coding works and the rest of knowledge work doesn't 25:53 The Bob and Sally problem: access control breaks agents 30:31 Will enterprise AI really take 10 years to roll out 32:24 The capability overhang: why faster models slow diffusion 34:23 Data is the bottleneck (it always was) 39:02 The rise of internal forward-deployed engineers 41:23 Why the AI doomers are wrong about jobs 43:43 Headless software is inevitable 46:14 What replaces per-seat pricing 47:37 How Box itself is going headless 49:42 How the org chart actually evolves 1:00:33 Future-proofing yourself as an enterprise employee 1:06:40 Are we all just going to work for OpenAI and Anthropic? 1:07:11 Where startups can still win as the labs move up",,https://pbs.twimg.com/amplify_video_thumb/2060031997888634880/img/OKLo8qB5026z8Wui.jpg,2026-05-29 00:21:50
x_tweets|2060031025317900322,x_tweets,https://x.com/nikunj/status/2060031025317900322,Every pixel will be generated in real time.. and a large proportion of that will happen on @reactorworld. Thrilled to back two incredible founders (@taiuti and @_bschmidtchen) at the seed and double down at the A. Expect to hear a lot about them in the coming months!,,,2026-05-29 00:10:44
wscn_news|3773385,wscn_news,https://wallstreetcn.com/articles/3773385,Token战争悄然打响，高盛：基础设施瓶颈终将消解，AI叙事面临重新定价,高盛认为，AI交易的核心变量已从“技术是否可行”转向“成本是否可承受”。低成本Token可能先替代高成本推理，在新场景爆发前形成一段收入压力期。短期看，月底流动性和散户资金仍支撑半导体板块上涨，但估值溢价正在累积。高盛同时指出，基础设施瓶颈终会缓解，市场不应为“即将被解决的问题”支付过高溢价。,https://wpimg-wscn.awtmt.com/01523fff-ea8f-4a92-a4a5-9de4ae81fe36.png,2026-05-29 00:09:02
x_tweets|2060029966507766027,x_tweets,https://x.com/amasad/status/2060029966507766027,"Thrilled to partner with Visa to invent the future of agentic payments. Visa is a large Replit enterprise customer where 1,000+ employees use Replit, and they’re also a strategic investor in Replit. Today we’re expanding this partnership to R&D to make it seamless for developers to move money with agents. At Replit we’ve been obsessed with programmable value for years and ran a few experiments on how to integrate payments deeply into the modern coding and AI stack, but it was too early. Partnering with Visa will give us the opportunity to deliver on this dream.",,,2026-05-29 00:06:32
x_tweets|2060029206105600285,x_tweets,https://x.com/adityaag/status/2060029206105600285,"What an incredible experience to host one of the only two Indians who have gone to space @spc_india. It is one of the joys of my job to be able to meet inspiring people and learn from them. @gagan_shux's advice: ""Dream big and stay curious"". https://t.co/Un0HL4MweC",,https://pbs.twimg.com/media/HJaxpAcbsAEcGHQ.jpg,2026-05-29 00:03:30
x_tweets|2060026219564015679,x_tweets,https://x.com/garrytan/status/2060026219564015679,RT @FinanceYF5: 🤯 Y Combinator 的 CEO，回斯坦福上了一堂课。 课程标题：一个创始人，如何变成 1000 倍工程师。 他讲的不是预测。 是他过去六个月，一个人亲手做出来的事。 为什么这堂课值得认真看👇 https://t.co/tNhl6l…,,,2026-05-28 23:51:38
wscn_news|3773384,wscn_news,https://wallstreetcn.com/articles/3773384,Hy-Memory 发布：打造记忆力超强的 Agent 第二大脑,腾讯推出Hy-Memory，一款专为Openclaw这类长期协作型Agent设计的记忆插件。它采用6层记忆框架、双系统和演化链三层核心设计，让Agent真正“记得住、记得对、记得轻”。测试显示，记忆量降低70%以上，信息密度提升45%，token消耗降低35%，写入速度是Graphiti的8倍。,https://wpimg-wscn.awtmt.com/bb4728e4-e4f3-4e93-900d-7a73e6cf27e3.png,2026-05-28 23:35:15
x_tweets|2060022011704041712,x_tweets,https://x.com/garrytan/status/2060022011704041712,The UC system should do the same. It's time.,,,2026-05-28 23:34:55
x_tweets|2060021345216536604,x_tweets,https://x.com/garrytan/status/2060021345216536604,"RT @justinkan: Finally got agent pilled and set up Hermes agent on Opus, https://t.co/ZIPvi75I7T for search, connected to whatsapp, told it…",,,2026-05-28 23:32:16
